"BMI","GEO","UNIT","TIME","ISCED11","SEX","AGE","Value","Flag and Footnotes"
"Normal","Iceland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","46.6",""
"Normal","Iceland","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","31.9",""
"Normal","Iceland","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","48.6",""
"Normal","Norway","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","43.9",""
"Normal","Norway","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","54.3",""
"Normal","Norway","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","38.5",""
"Normal","Norway","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","54.2",""
"Normal","Norway","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","44.4",""
"Normal","Norway","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","61.6",""
"Normal","Norway","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","42.8",""
"Normal","Norway","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","53.4",""
"Normal","Norway","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","37.6",""
"Normal","Norway","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","49.3",""
"Normal","Norway","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","46.5",""
"Normal","Norway","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","59.9",""
"Normal","United Kingdom","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","35.7",""
"Normal","United Kingdom","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","37.0",""
"Normal","United Kingdom","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","38.2",""
"Normal","United Kingdom","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","46.3",""
"Normal","United Kingdom","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","42.2",""
"Normal","United Kingdom","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","51.2",""
"Normal","United Kingdom","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total",":",""
"Normal","United Kingdom","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total",":",""
"Normal","United Kingdom","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total",":",""
"Normal","United Kingdom","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total",":",""
"Normal","United Kingdom","Percentage","2019","Tertiary education (levels 5-8)","Males","Total",":",""
"Normal","United Kingdom","Percentage","2019","Tertiary education (levels 5-8)","Females","Total",":",""
"Normal","Serbia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total",":",""
"Normal","Serbia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total",":",""
"Normal","Serbia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total",":",""
"Normal","Serbia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total",":",""
"Normal","Serbia","Percentage","2014","Tertiary education (levels 5-8)","Males","Total",":",""
"Normal","Serbia","Percentage","2014","Tertiary education (levels 5-8)","Females","Total",":",""
"Normal","Serbia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","45.1",""
"Normal","Serbia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","41.0",""
"Normal","Serbia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","35.5",""
"Normal","Serbia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","53.9",""
"Normal","Serbia","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","37.3",""
"Normal","Serbia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","62.6",""
"Normal","Turkey","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","42.2",""
"Normal","Turkey","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","36.7",""
"Normal","Turkey","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","46.6",""
"Normal","Turkey","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","54.4",""
"Normal","Turkey","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","42.0",""
"Normal","Turkey","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","62.7",""
"Normal","Turkey","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","37.9",""
"Normal","Turkey","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","29.7",""
"Normal","Turkey","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","43.7",""
"Normal","Turkey","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","50.9",""
"Normal","Turkey","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","39.3",""
"Normal","Turkey","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","60.8",""
"Overweight","European Union - 27 countries (from 2020)","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","55.9",""
"Overweight","European Union - 27 countries (from 2020)","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","50.6",""
"Overweight","European Union - 27 countries (from 2020)","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","59.4",""
"Overweight","European Union - 27 countries (from 2020)","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","43.2",""
"Overweight","European Union - 27 countries (from 2020)","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","54.6",""
"Overweight","European Union - 27 countries (from 2020)","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","31.3",""
"Overweight","European Union - 27 countries (from 2020)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","57.2",""
"Overweight","European Union - 27 countries (from 2020)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","50.9",""
"Overweight","European Union - 27 countries (from 2020)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","61.4",""
"Overweight","European Union - 27 countries (from 2020)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","46.0",""
"Overweight","European Union - 27 countries (from 2020)","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","55.1",""
"Overweight","European Union - 27 countries (from 2020)","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","34.2",""
"Overweight","European Union - 28 countries (2013-2020)","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","56.4",""
"Overweight","European Union - 28 countries (2013-2020)","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","51.4",""
"Overweight","European Union - 28 countries (2013-2020)","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","59.5",""
"Overweight","European Union - 28 countries (2013-2020)","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","44.0",""
"Overweight","European Union - 28 countries (2013-2020)","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","54.9",""
"Overweight","European Union - 28 countries (2013-2020)","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","33.5",""
"Overweight","European Union - 28 countries (2013-2020)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total",":",""
"Overweight","European Union - 28 countries (2013-2020)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total",":",""
"Overweight","European Union - 28 countries (2013-2020)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total",":",""
"Overweight","European Union - 28 countries (2013-2020)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total",":",""
"Overweight","European Union - 28 countries (2013-2020)","Percentage","2019","Tertiary education (levels 5-8)","Males","Total",":",""
"Overweight","European Union - 28 countries (2013-2020)","Percentage","2019","Tertiary education (levels 5-8)","Females","Total",":",""
"Overweight","Belgium","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","53.3",""
"Overweight","Belgium","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","49.6",""
"Overweight","Belgium","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","54.0",""
"Overweight","Belgium","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","42.4",""
"Overweight","Belgium","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","54.2",""
"Overweight","Belgium","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","32.3",""
"Overweight","Belgium","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","53.4",""
"Overweight","Belgium","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","53.7",""
"Overweight","Belgium","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","56.5",""
"Overweight","Belgium","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","44.4",""
"Overweight","Belgium","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","52.8",""
"Overweight","Belgium","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","35.2",""
"Overweight","Bulgaria","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","54.4",""
"Overweight","Bulgaria","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","50.3",""
"Overweight","Bulgaria","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","64.2",""
"Overweight","Bulgaria","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","47.3",""
"Overweight","Bulgaria","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","60.7",""
"Overweight","Bulgaria","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","37.1",""
"Overweight","Bulgaria","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","55.6",""
"Overweight","Bulgaria","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","48.0",""
"Overweight","Bulgaria","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","66.0",""
"Overweight","Bulgaria","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","47.5",""
"Overweight","Bulgaria","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","61.6",""
"Overweight","Bulgaria","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","38.1",""
"Overweight","Czechia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","41.0",""
"Overweight","Czechia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","53.9",""
"Overweight","Czechia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","67.8",""
"Overweight","Czechia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","51.1",""
"Overweight","Czechia","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","56.9",""
"Overweight","Czechia","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","32.4",""
"Overweight","Czechia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","43.3",""
"Overweight","Czechia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","48.4",""
"Overweight","Czechia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","72.8",""
"Overweight","Czechia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","53.2",""
"Overweight","Czechia","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","64.2",""
"Overweight","Czechia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","38.4",""
"Overweight","Denmark","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","48.4",""
"Overweight","Denmark","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","42.4",""
"Overweight","Denmark","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","57.2",""
"Overweight","Denmark","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","42.2",""
"Overweight","Denmark","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","50.5",""
"Overweight","Denmark","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","35.7",""
"Overweight","Denmark","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","48.1",""
"Overweight","Denmark","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","44.7",""
"Overweight","Denmark","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","62.4",""
"Overweight","Denmark","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","47.8",""
"Overweight","Denmark","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","52.4",""
"Overweight","Denmark","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","37.1",""
"Overweight","Germany (until 1990 former territory of the FRG)","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","52.9",""
"Overweight","Germany (until 1990 former territory of the FRG)","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","49.8",""
"Overweight","Germany (until 1990 former territory of the FRG)","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","60.2",""
"Overweight","Germany (until 1990 former territory of the FRG)","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","45.0",""
"Overweight","Germany (until 1990 former territory of the FRG)","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","58.9",""
"Overweight","Germany (until 1990 former territory of the FRG)","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","34.5",""
"Overweight","Germany (until 1990 former territory of the FRG)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","52.8",""
"Overweight","Germany (until 1990 former territory of the FRG)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","47.2",""
"Overweight","Germany (until 1990 former territory of the FRG)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","61.0",""
"Overweight","Germany (until 1990 former territory of the FRG)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","48.3",""
"Overweight","Germany (until 1990 former territory of the FRG)","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","58.9",""
"Overweight","Germany (until 1990 former territory of the FRG)","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","35.0",""
"Overweight","Estonia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","50.7",""
"Overweight","Estonia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","59.2",""
"Overweight","Estonia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","58.5",""
"Overweight","Estonia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","52.2",""
"Overweight","Estonia","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","59.3",""
"Overweight","Estonia","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","44.5",""
"Overweight","Estonia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","41.8",""
"Overweight","Estonia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","50.5",""
"Overweight","Estonia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","62.6",""
"Overweight","Estonia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","53.1",""
"Overweight","Estonia","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","66.0",""
"Overweight","Estonia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","49.3",""
"Overweight","Ireland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","61.6",""
"Overweight","Ireland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","50.6",""
"Overweight","Ireland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","61.5",""
"Overweight","Ireland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","52.2",""
"Overweight","Ireland","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","62.5",""
"Overweight","Ireland","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","40.8",""
"Overweight","Ireland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","64.6",""
"Overweight","Ireland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","55.6",""
"Overweight","Ireland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","61.7",""
"Overweight","Ireland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","45.7",""
"Overweight","Ireland","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","59.3",""
"Overweight","Ireland","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","44.1",""
"Overweight","Greece","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","68.2",""
"Overweight","Greece","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","59.3",""
"Overweight","Greece","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","63.7",""
"Overweight","Greece","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","39.8",""
"Overweight","Greece","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","61.6",""
"Overweight","Greece","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","34.3",""
"Overweight","Greece","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","66.6",""
"Overweight","Greece","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","61.4",""
"Overweight","Greece","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","63.4",""
"Overweight","Greece","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","45.0",""
"Overweight","Greece","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","67.3",""
"Overweight","Greece","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","34.3",""
"Overweight","Spain","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","62.8",""
"Overweight","Spain","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","54.8",""
"Overweight","Spain","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","55.2",""
"Overweight","Spain","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","37.2",""
"Overweight","Spain","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","53.8",""
"Overweight","Spain","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","26.8",""
"Overweight","Spain","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","64.9",""
"Overweight","Spain","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","55.6",""
"Overweight","Spain","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","57.7",""
"Overweight","Spain","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","40.2",""
"Overweight","Spain","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","53.8",""
"Overweight","Spain","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","32.0",""
"Overweight","France","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","52.4",""
"Overweight","France","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","48.1",""
"Overweight","France","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","54.8",""
"Overweight","France","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","41.5",""
"Overweight","France","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","44.1",""
"Overweight","France","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","25.8",""
"Overweight","France","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","55.0",""
"Overweight","France","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","49.5",""
"Overweight","France","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","44.8",""
"Overweight","France","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","32.8",""
"Overweight","France","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","46.2",""
"Overweight","France","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","31.9",""
"Overweight","Croatia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","55.8",""
"Overweight","Croatia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","58.2",""
"Overweight","Croatia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","69.8",""
"Overweight","Croatia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","45.4",""
"Overweight","Croatia","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","63.6",""
"Overweight","Croatia","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","34.4",""
"Overweight","Croatia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","69.3",""
"Overweight","Croatia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","69.8",""
"Overweight","Croatia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","74.6",""
"Overweight","Croatia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","56.1",""
"Overweight","Croatia","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","66.3",""
"Overweight","Croatia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","45.3",""
"Overweight","Italy","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","57.1",""
"Overweight","Italy","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","44.4",""
"Overweight","Italy","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","50.1",""
"Overweight","Italy","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","28.6",""
"Overweight","Italy","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","47.1",""
"Overweight","Italy","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","21.3",""
"Overweight","Italy","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","58.4",""
"Overweight","Italy","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","45.2",""
"Overweight","Italy","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","51.2",""
"Overweight","Italy","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","30.5",""
"Overweight","Italy","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","47.8",""
"Overweight","Italy","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","23.1",""
"Overweight","Cyprus","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","55.6",""
"Overweight","Cyprus","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","51.3",""
"Overweight","Cyprus","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","54.6",""
"Overweight","Cyprus","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","35.3",""
"Overweight","Cyprus","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","62.2",""
"Overweight","Cyprus","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","24.6",""
"Overweight","Cyprus","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","56.8",""
"Overweight","Cyprus","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","55.9",""
"Overweight","Cyprus","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","56.6",""
"Overweight","Cyprus","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","39.6",""
"Overweight","Cyprus","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","59.8",""
"Overweight","Cyprus","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","28.5",""
"Overweight","Latvia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","47.8",""
"Overweight","Latvia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","54.1",""
"Overweight","Latvia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","59.0",""
"Overweight","Latvia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","57.2",""
"Overweight","Latvia","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","61.6",""
"Overweight","Latvia","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","46.5",""
"Overweight","Latvia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","41.0",""
"Overweight","Latvia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","51.4",""
"Overweight","Latvia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","60.4",""
"Overweight","Latvia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","61.5",""
"Overweight","Latvia","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","67.2",""
"Overweight","Latvia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","48.1",""
"Overweight","Lithuania","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","42.4",""
"Overweight","Lithuania","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","51.9",""
"Overweight","Lithuania","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","59.8",""
"Overweight","Lithuania","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","57.6",""
"Overweight","Lithuania","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","55.2",""
"Overweight","Lithuania","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","42.6",""
"Overweight","Lithuania","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","39.4",""
"Overweight","Lithuania","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","46.1",""
"Overweight","Lithuania","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","64.7",""
