"N_PORTION","GEO","UNIT","TIME","ISCED11","SEX","AGE","Value","Flag and Footnotes"
"From 1 to 4 portions","Slovakia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","36.5",""
"From 1 to 4 portions","Slovakia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","47.4",""
"From 1 to 4 portions","Slovakia","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","43.0",""
"From 1 to 4 portions","Slovakia","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","50.1",""
"From 1 to 4 portions","Slovakia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","40.9",""
"From 1 to 4 portions","Slovakia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","47.6",""
"From 1 to 4 portions","Slovakia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","43.5",""
"From 1 to 4 portions","Slovakia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","55.3",""
"From 1 to 4 portions","Slovakia","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","52.2",""
"From 1 to 4 portions","Slovakia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","59.6",""
"From 1 to 4 portions","Finland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","38.2",""
"From 1 to 4 portions","Finland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","48.8",""
"From 1 to 4 portions","Finland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","34.3",""
"From 1 to 4 portions","Finland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","45.2",""
"From 1 to 4 portions","Finland","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","50.5",""
"From 1 to 4 portions","Finland","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","49.7",""
"From 1 to 4 portions","Finland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","43.5",""
"From 1 to 4 portions","Finland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","46.2",""
"From 1 to 4 portions","Finland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","38.2",""
"From 1 to 4 portions","Finland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","50.1",""
"From 1 to 4 portions","Finland","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","58.1",""
"From 1 to 4 portions","Finland","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","58.0",""
"From 1 to 4 portions","Sweden","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","48.8",""
"From 1 to 4 portions","Sweden","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","61.8",""
"From 1 to 4 portions","Sweden","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","48.1",""
"From 1 to 4 portions","Sweden","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","55.3",""
"From 1 to 4 portions","Sweden","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","51.1",""
"From 1 to 4 portions","Sweden","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","65.0",""
"From 1 to 4 portions","Sweden","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","44.0",""
"From 1 to 4 portions","Sweden","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","57.6",""
"From 1 to 4 portions","Sweden","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","47.1",""
"From 1 to 4 portions","Sweden","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","60.3",""
"From 1 to 4 portions","Sweden","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","56.3",""
"From 1 to 4 portions","Sweden","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","63.4",""
"From 1 to 4 portions","Iceland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","45.2",""
"From 1 to 4 portions","Iceland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","56.0",""
"From 1 to 4 portions","Iceland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","53.1",""
"From 1 to 4 portions","Iceland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","57.9",""
"From 1 to 4 portions","Iceland","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","56.7",""
"From 1 to 4 portions","Iceland","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","62.2",""
"From 1 to 4 portions","Iceland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","50.1",""
"From 1 to 4 portions","Iceland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","60.3",""
"From 1 to 4 portions","Iceland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","48.2",""
"From 1 to 4 portions","Iceland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","67.8",""
"From 1 to 4 portions","Iceland","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","56.7",""
"From 1 to 4 portions","Iceland","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","57.6",""
"From 1 to 4 portions","Norway","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","49.7",""
"From 1 to 4 portions","Norway","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","67.2",""
"From 1 to 4 portions","Norway","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","59.2",""
"From 1 to 4 portions","Norway","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","69.6",""
"From 1 to 4 portions","Norway","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","61.9",""
"From 1 to 4 portions","Norway","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","69.6",""
"From 1 to 4 portions","Norway","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","56.4",""
"From 1 to 4 portions","Norway","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","64.1",""
"From 1 to 4 portions","Norway","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","56.7",""
"From 1 to 4 portions","Norway","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","67.1",""
"From 1 to 4 portions","Norway","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","60.2",""
"From 1 to 4 portions","Norway","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","67.5",""
"From 1 to 4 portions","United Kingdom","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","45.1",""
"From 1 to 4 portions","United Kingdom","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","47.3",""
"From 1 to 4 portions","United Kingdom","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","48.3",""
"From 1 to 4 portions","United Kingdom","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","43.1",""
"From 1 to 4 portions","United Kingdom","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","48.3",""
"From 1 to 4 portions","United Kingdom","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","42.0",""
"From 1 to 4 portions","United Kingdom","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total",":",""
"From 1 to 4 portions","United Kingdom","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total",":",""
"From 1 to 4 portions","United Kingdom","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total",":",""
"From 1 to 4 portions","United Kingdom","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total",":",""
"From 1 to 4 portions","United Kingdom","Percentage","2019","Tertiary education (levels 5-8)","Males","Total",":",""
"From 1 to 4 portions","United Kingdom","Percentage","2019","Tertiary education (levels 5-8)","Females","Total",":",""
"From 1 to 4 portions","Serbia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total",":",""
"From 1 to 4 portions","Serbia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total",":",""
"From 1 to 4 portions","Serbia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total",":",""
"From 1 to 4 portions","Serbia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total",":",""
"From 1 to 4 portions","Serbia","Percentage","2014","Tertiary education (levels 5-8)","Males","Total",":",""
"From 1 to 4 portions","Serbia","Percentage","2014","Tertiary education (levels 5-8)","Females","Total",":",""
"From 1 to 4 portions","Serbia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","39.1",""
"From 1 to 4 portions","Serbia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","46.7",""
"From 1 to 4 portions","Serbia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","44.3",""
"From 1 to 4 portions","Serbia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","50.6",""
"From 1 to 4 portions","Serbia","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","47.3",""
"From 1 to 4 portions","Serbia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","55.8",""
"From 1 to 4 portions","Turkey","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","60.3",""
"From 1 to 4 portions","Turkey","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","65.5",""
"From 1 to 4 portions","Turkey","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","63.8",""
"From 1 to 4 portions","Turkey","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","70.9",""
"From 1 to 4 portions","Turkey","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","63.6",""
"From 1 to 4 portions","Turkey","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","71.7",""
"From 1 to 4 portions","Turkey","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","56.2",""
"From 1 to 4 portions","Turkey","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","59.7",""
"From 1 to 4 portions","Turkey","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","56.9",""
"From 1 to 4 portions","Turkey","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","64.5",""
"From 1 to 4 portions","Turkey","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","59.1",""
"From 1 to 4 portions","Turkey","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","69.3",""
"5 portions or more","European Union - 27 countries (from 2020)","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","9.5",""
"5 portions or more","European Union - 27 countries (from 2020)","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","12.3",""
"5 portions or more","European Union - 27 countries (from 2020)","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","8.1",""
"5 portions or more","European Union - 27 countries (from 2020)","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","13.5",""
"5 portions or more","European Union - 27 countries (from 2020)","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","10.6",""
"5 portions or more","European Union - 27 countries (from 2020)","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","19.0",""
"5 portions or more","European Union - 27 countries (from 2020)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","9.9",""
"5 portions or more","European Union - 27 countries (from 2020)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","12.8",""
"5 portions or more","European Union - 27 countries (from 2020)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","8.1",""
"5 portions or more","European Union - 27 countries (from 2020)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","13.1",""
"5 portions or more","European Union - 27 countries (from 2020)","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","12.3",""
"5 portions or more","European Union - 27 countries (from 2020)","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","20.2",""
"5 portions or more","European Union - 28 countries (2013-2020)","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","10.1",""
"5 portions or more","European Union - 28 countries (2013-2020)","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","13.8",""
"5 portions or more","European Union - 28 countries (2013-2020)","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","9.9",""
"5 portions or more","European Union - 28 countries (2013-2020)","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","15.9",""
"5 portions or more","European Union - 28 countries (2013-2020)","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","14.1",""
"5 portions or more","European Union - 28 countries (2013-2020)","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","23.6",""
"5 portions or more","European Union - 28 countries (2013-2020)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total",":",""
"5 portions or more","European Union - 28 countries (2013-2020)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total",":",""
"5 portions or more","European Union - 28 countries (2013-2020)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total",":",""
"5 portions or more","European Union - 28 countries (2013-2020)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total",":",""
"5 portions or more","European Union - 28 countries (2013-2020)","Percentage","2019","Tertiary education (levels 5-8)","Males","Total",":",""
"5 portions or more","European Union - 28 countries (2013-2020)","Percentage","2019","Tertiary education (levels 5-8)","Females","Total",":",""
"5 portions or more","Belgium","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","9.8",""
"5 portions or more","Belgium","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","10.9",""
"5 portions or more","Belgium","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","8.9",""
"5 portions or more","Belgium","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","13.5",""
"5 portions or more","Belgium","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","13.8",""
"5 portions or more","Belgium","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","17.9",""
"5 portions or more","Belgium","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","8.3",""
"5 portions or more","Belgium","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","12.2",""
"5 portions or more","Belgium","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","10.9",""
"5 portions or more","Belgium","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","15.5",""
"5 portions or more","Belgium","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","15.3",""
"5 portions or more","Belgium","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","24.6",""
"5 portions or more","Bulgaria","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","3.0",""
"5 portions or more","Bulgaria","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","3.2",""
"5 portions or more","Bulgaria","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","3.9",""
"5 portions or more","Bulgaria","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","5.1",""
"5 portions or more","Bulgaria","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","4.9",""
"5 portions or more","Bulgaria","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","6.6",""
"5 portions or more","Bulgaria","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","3.7",""
"5 portions or more","Bulgaria","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","4.1",""
"5 portions or more","Bulgaria","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","4.1",""
"5 portions or more","Bulgaria","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","5.8",""
"5 portions or more","Bulgaria","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","4.6",""
"5 portions or more","Bulgaria","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","7.6",""
"5 portions or more","Czechia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","4.4",""
"5 portions or more","Czechia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","7.5",""
"5 portions or more","Czechia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","6.2",""
"5 portions or more","Czechia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","11.0",""
"5 portions or more","Czechia","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","9.8",""
"5 portions or more","Czechia","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","15.7",""
"5 portions or more","Czechia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","4.5",""
"5 portions or more","Czechia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","6.3",""
"5 portions or more","Czechia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","5.0",""
"5 portions or more","Czechia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","10.1",""
"5 portions or more","Czechia","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","5.4",""
"5 portions or more","Czechia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","13.5",""
"5 portions or more","Denmark","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","15.3",""
"5 portions or more","Denmark","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","21.6",""
"5 portions or more","Denmark","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","16.7",""
"5 portions or more","Denmark","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","28.8",""
"5 portions or more","Denmark","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","21.0",""
"5 portions or more","Denmark","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","43.0",""
"5 portions or more","Denmark","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","13.2",""
"5 portions or more","Denmark","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","22.4",""
"5 portions or more","Denmark","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","13.7",""
"5 portions or more","Denmark","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","22.5",""
"5 portions or more","Denmark","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","22.8",""
"5 portions or more","Denmark","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","35.4",""
"5 portions or more","Germany (until 1990 former territory of the FRG)","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","7.9",""
"5 portions or more","Germany (until 1990 former territory of the FRG)","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","10.8",""
"5 portions or more","Germany (until 1990 former territory of the FRG)","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","5.9",""
"5 portions or more","Germany (until 1990 former territory of the FRG)","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","11.9",""
"5 portions or more","Germany (until 1990 former territory of the FRG)","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","5.9",""
"5 portions or more","Germany (until 1990 former territory of the FRG)","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","18.5",""
"5 portions or more","Germany (until 1990 former territory of the FRG)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","7.8",""
"5 portions or more","Germany (until 1990 former territory of the FRG)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","11.9",""
"5 portions or more","Germany (until 1990 former territory of the FRG)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","6.3",""
"5 portions or more","Germany (until 1990 former territory of the FRG)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","13.9",""
"5 portions or more","Germany (until 1990 former territory of the FRG)","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","7.6",""
"5 portions or more","Germany (until 1990 former territory of the FRG)","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","20.8",""
"5 portions or more","Estonia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","10.1",""
"5 portions or more","Estonia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","14.1",""
"5 portions or more","Estonia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","13.6",""
"5 portions or more","Estonia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","21.6",""
"5 portions or more","Estonia","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","15.8",""
"5 portions or more","Estonia","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","24.2",""
"5 portions or more","Estonia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","7.6",""
"5 portions or more","Estonia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","10.1",""
"5 portions or more","Estonia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","10.0",""
"5 portions or more","Estonia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","14.7",""
"5 portions or more","Estonia","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","11.9",""
"5 portions or more","Estonia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","19.9",""
"5 portions or more","Ireland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","16.5",""
"5 portions or more","Ireland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","23.8",""
"5 portions or more","Ireland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","21.5",""
"5 portions or more","Ireland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","33.1",""
"5 portions or more","Ireland","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","27.7",""
"5 portions or more","Ireland","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","43.2",""
"5 portions or more","Ireland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","22.9",""
"5 portions or more","Ireland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","26.0",""
"5 portions or more","Ireland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","28.4",""
"5 portions or more","Ireland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","36.6",""
"5 portions or more","Ireland","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","33.3",""
"5 portions or more","Ireland","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","44.4",""
"5 portions or more","Greece","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","7.9",""
"5 portions or more","Greece","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","7.7",""
"5 portions or more","Greece","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","6.4",""
"5 portions or more","Greece","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","7.7",""
"5 portions or more","Greece","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","8.1",""
"5 portions or more","Greece","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","9.4",""
"5 portions or more","Greece","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","7.1",""
"5 portions or more","Greece","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","8.0",""
"5 portions or more","Greece","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","12.3",""
"5 portions or more","Greece","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","11.3",""
"5 portions or more","Greece","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","18.5",""
"5 portions or more","Greece","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","19.4",""
"5 portions or more","Spain","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","9.8",""
"5 portions or more","Spain","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","13.3",""
"5 portions or more","Spain","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","10.4",""
"5 portions or more","Spain","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","15.2",""
"5 portions or more","Spain","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","11.3",""
"5 portions or more","Spain","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","15.8",""
"5 portions or more","Spain","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","8.1",""
"5 portions or more","Spain","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","11.6",""
"5 portions or more","Spain","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","9.2",""
"5 portions or more","Spain","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","12.0",""
"5 portions or more","Spain","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","11.7",""
"5 portions or more","Spain","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","13.7",""
"5 portions or more","France","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","12.3",""
"5 portions or more","France","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","15.5",""
"5 portions or more","France","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","11.2",""
"5 portions or more","France","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","18.0",""
"5 portions or more","France","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","12.7",""
"5 portions or more","France","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","20.7",""
"5 portions or more","France","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","15.2",""
"5 portions or more","France","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","19.9",""
"5 portions or more","France","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","15.3",""
